artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[新聞]零安樂死不撲殺民眾放心棄養數10隻幼犬,2017/02/03,05:36:46,https://www.ptt.cc/bbs/Gossiping/M.1486129372.A.747.html,localtrain,Gossiping,31,7,13,"零安樂死不撲殺 民眾放心棄養數10隻幼犬

2017-02-03 20:27聯合報 記者林伯驊╱即時報導

零安樂死明天起執行，嘉市動物守護協會理事長吳育才透露，民眾「放心」政府不撲殺，
嘉市動收所連續接獲棄養家中出生的16隻幼犬，動保人士加班協助，才趕在農曆年前送養
完。他盼，嘉市新的動物收容所趕緊開始建造，並加強流浪貓狗結紮、教育民眾。

不過嘉市新的動收所「動物保護中心」命運多舛，104年市府第2次都委會審查通過，選址
彌陀路邊，引起附近寺廟擔憂噪音、另有人質疑汙水流入灌溉溝渠，市長涂醒哲因此延長
半年選新址，105年3月定案基地位置不變，允諾設計隔音、汙水排放設施。

不料預算3400餘萬元，包含中央補助2800萬元的動收所，原定最快今年7月後啟用，工程
招標第1次無人投標，第二次僅1間嘉縣營造公司，因高於底價而流標。嘉市府建設處農林
畜牧科表示，最快本月原條件再招標，若仍流標將會檢討，但預估工期至少14個月，今年
確定無法完成。

目前嘉市臨時動收所，位於嘉市資源回收場內。毛小孩窩在鐵皮屋，空間狹小且和垃圾為
鄰。吳育才說，環境髒亂造成毛小孩傳染皮膚病，影響健康，更降低民眾認養意願，盼加
速啟建。

吳育才指出，因應零安樂死，竟分別有民眾棄養12隻、4隻幼犬，讓協會成員去年12月起
幾乎沒休假，民眾主動認領、及帶出去送養的毛小孩約60隻，外送別單位11隻，另有幾隻
因病安樂死，現所內剩4狗2貓，有2隻出生2個多月的幼犬。

吳育才也指出，希望市府加強結紮，並多多宣導教育，否則民眾更容易棄養。嘉市動物守
護協會職工方巧夙認為落實結紮回放，從源頭減少數量。

嘉市府農牧科則表示，未來避免收容所滿載，將啟動「精準捕捉」，捕捉攻擊性或生病等
問題流浪貓狗為主，另加強落實「TNVR」，Trap（誘捕）、Neuter（絕育）、
Vaccination（疫苗施打）、Return（回放），將毛小孩捉到後結紮並打疫苗，再回放，
避免過度繁殖。
https://udn.com/news/story/7326/2263720
╭
這篇文章讓你覺得？
═
════════════════════════
╮
║
by ycat
║
y
║
─
─
+
︵
︵
.  .
！
ˇ
ˇ
╲
╱
ˇ
ˇ
||
◣
◢
║
c
║
￣
﹀￣
￣
▽￣
▄
▇
△
≧
﹏≦
b
￣
︶￣
y
￣
–￣
皿
║
a
║
║
t
╰
═
═════════════════════════════════ ╯"
[問卦]沒有流浪狗零安樂死的八卦？,2017/02/04,01:03:20,https://www.ptt.cc/bbs/Gossiping/M.1486199366.A.5A8.html,doraBBO,Gossiping,9,3,2,"狗這種畜生又髒又亂，多了還有恐怖攻擊性

支持政府零安樂死，但中間飼養費用需要畜生自己出


如果開放鬥狗場不知道好不好，一次關１００隻狗

看最後剩下幾隻，把這些當作表演賽，收觀賞費

繼續養撿來的狗，一方面不是安樂死，一方面又有收入自己賺


不知道這樣子有沒有可行阿？


不然那些畜生搭配一堆愛爸愛媽，根本就是智障組合

今天弄死幾千幾萬隻狗而已，再放任這些畜生繁殖下去

只是死更多的畜生而已。
"
[新聞]收容所零安樂死明上路犬貓爆滿更受罪,2017/02/04,01:05:47,https://www.ptt.cc/bbs/Gossiping/M.1486199510.A.CCE.html,medama,Gossiping,58,27,12,"1.媒體來源:apple
http://www.appledaily.com.tw/appledaily/article/headline/20170203/37540449/
收容所零安樂死 明上路 犬貓爆滿更受罪

2017年02月03日

宜蘭收容所的犬隻在養量居高不下，縣府坦承執行零安樂死有困難。張芸甄攝

【綜合報導】紀錄片《十二夜》震撼國人，為避免流浪動物因收容空間不足遭撲殺，去年
立法院通過《動物保護法》修法，各縣市將從明天起執行動物零安樂死措施，但各縣市條
件不一，部分縣市早已實施，不少縣市則因公立收容所嚴重不足、認養率低等問題，讓零
安樂死的執行面臨挑戰，動保人士更憂心爆發棄養潮。

去年立法院刪除《動保法》第12條中「經通知或公告逾12日而無人認領、認養或無適當之
處置，得以宰殺」規定，形同實施動物「零安樂死」政策。


捲毛小黑狗模樣可愛，已被民眾認養。李光濱攝

精準捕捉少收容
零安樂死政策的實施對象是公立收容所。農委會動保科科長江文全說，全國遊蕩犬仍有12
萬隻，地方政府也坦言，公立收容所的動物進多於出，新政策上路後須落實「精準捕捉」
，才能降低犬隻入所數量；而為防範收容所想要減少收容數量而撲殺犬隻，若犬隻重病需
要實行安樂死，須由獸醫判定。

台北、新北、台南、高雄因早已陸續達到零安樂死目標，對徹底執行信心滿滿，但宜蘭、
新竹、花蓮等縣市則直言執行有困難，哀嘆：「不可能零撲殺！」甚至有縣市擔心新政策
實施後，民眾棄養情況會更嚴重。

台南動保處表示，過去台南率先建構人道政策，卻招來「北狗南送」，光去年就有4個縣
市將3千隻流浪貓犬送往台南民間狗場，「不要的就往台南丟！壓力很大！」高雄動保處
也說，3年前已實施零安樂死，但從不宣傳，就是擔心民眾不養，丟到收容所，反正沒安
樂死。


嘉義民雄動物中途之家（左圖，王智勇攝）稱會落實零安樂死；花蓮收容所則為安樂死的
犬隻立碑（右圖，李光濱攝）。

沒配套處境更糟
對於政府要實施零安樂死，台灣動物緊急救援小組發言人倪京台說，政策是在2年前立法
，卻未見配套，非常擔心政策上路後，收容所環境沒改善、經費未增加，犬貓只進不出，
會因環境更擁擠，處境更可憐，增加集體感染疾病風險。

高雄市關懷流浪動物協會理事長王小華也指，實施零安樂死，表面上是更尊重生命，但未
一併改善收容所環境，讓以往12夜後撲殺的狗，會遭遇凌遲至死的另類傷害。


落實強制植晶片
王小華認為，寵物店賣狗都須強制植入晶片。民眾常以狗變大、懷孕等理由丟棄，甚至帶
未植晶片的狗至零安樂死上路的縣市收容所棄養。她認為，在實施零安樂死後，強制植入
晶片一定要落實，否則棄養情況會更嚴重，收容所一定大爆滿。

日前高雄市茄萣區7旬老婦遭野狗攻擊，老婦女兒林小姐表示，如果政府能集中管理流浪
犬，讓狗兒自然老死，也是很好的方式，重點是不能再讓狗狗傷人。
"
Re:[新聞]收容所零安樂死明上路犬貓爆滿更受罪,2017/02/04,01:21:16,https://www.ptt.cc/bbs/Gossiping/M.1486200440.A.5FD.html,RevanKai,Gossiping,5,2,0,"沒配套處境更糟
，非常擔心政策上路後，收容所環境沒改善、
經費未增加
，犬貓只進不出，
實施零安樂死，表面上是更尊重生命，但未
一併改善收容所環境，讓以往12夜後撲殺的狗，會遭遇凌遲至死的另類傷害。
立委這麼有愛心，請立委們自掏腰包為這個你們自己修的法案負責
為啥一般大眾要為了這些養寵物不爽養之後棄養的廢物們出錢????
根本政策買票

現任立委中曾經是『動物保護法』與『野生動物保育法』修法提案主提案人、並且有參加
2016立委選舉的候選人名單如下:
吳育仁 - 嘉義市 - 1號、
已落選
丁守中 - 台北市第一選區 - 1號、
已落選
蔣乃辛 - 台北市第六選區 - 10號、
江惠貞 - 新北市第七選區 - 4號、
紀國棟 - 台中市第二選區 - 4號、
已落選
PS:這個法案找不到是哪些立委連署通過的，所以先秀出承諾者名單
如果有人找到可以幫忙提供一下資訊~
"
[新聞]毛小孩零安樂死收容所大爆炸,2017/02/04,14:39:55,https://www.ptt.cc/bbs/Gossiping/M.1486248358.A.E34.html,Chuhar,Gossiping,58,30,12,"毛小孩零安樂死 收容所大爆炸


中國時報【社會地方中心╱綜合報導】

流浪動物零安樂死政策上路，不少縣市坦言，流浪動物收容空間有限，執行零安樂死政策
後，收容處所恐怕很快就爆滿，部分地區甚至出現棄養潮，讓地方政府在執行上更加困難
，苗栗縣政府更直言，要達到零安樂死有高度困難。

台南市動保處收容組長洪振凱表示，由於南市早就實施零安樂死，新政策上路衝擊不大，
但
比較2015年與2016年數據，送交收容所的犬貓數量由4991隻增加到5792隻
，不排除是零
安樂死政策造成棄養量增加。

陸續發現貓狗被丟棄

嘉義市動物守護協會理事長吳育才表示，在零安樂死上路前，今年初已出現棄養現象，月
餘來發現至少20隻狗貓被棄養，有民眾肆無忌憚棄養12隻新生幼犬，經協會阻擋並緊急發
動送養行動，於48小時內陸續送養出去。

雲林縣動植物防疫所所長廖培志表示，零安樂死全面上路，面對流浪狗的收容問題，的確
會有較大壓力，目前已委託特約獸醫院與動物醫院代為收容，並請動保與愛心人士協助。

目標零撲殺苗栗喊難

苗栗縣則坦言，要達到零安樂死目標是有高度困難。動物防疫所現有犬、貓收容量分別為
80隻和20隻，評估要達成零撲殺目標是有高難度，且苗栗犬貓多為放養方式，進而成為放
養或流浪犬貓，100隻收容量很快就爆滿，之後易衍生衝突和疾病傳染等後遺症，即使已
動工的生態保育及教育中心擴充到200隻容量，問題仍難徹底克服。

南投縣流浪動物收容量為300隻，目前收容280隻流浪狗，預估很快就會爆表！家畜疾病防
治所長唐佳永表示，未來將以「精準捕捉」方式處理流浪狗，亦即會追咬人、車的狗才會
捕捉。

桃市擬推動棄養收費

「屏東全面零撲殺」家畜疾病防治所李永文說，零撲殺政策執行後，會造成流浪狗數目的
管控有困難，除呼籲民眾要幫寵物植入晶片外，認養毛小孩也是解決方法之一。

桃園市政府計畫在3月後推出棄養收費等辦法，另推出「桃樂動物友善城市計畫」，以鄰
里為單位建立動保示範區、納入犬隻TNR、擴建犬舍讓收容量從500至1100隻等。

新竹市則宣布5項配套措施，其中以農委會加市府配合款共1.62億元，斥資新建「動物保
護教育園區」，收容量將大幅提升到3倍，並力推認養實施TNVR（誘捕、絕育、疫苗施打
、放回原地）計畫，在非市區辦理免費絕育、寵物登記及狂犬病疫苗施打等。

中市將增設寵物公園

台中市長林佳龍昨在個人臉書向市民報告「台中市已達成零撲殺目標！」網友留言建議在
河堤設大型寵物公園，林佳龍表示，建設局正辦理文心森林公園分期改善工程，規畫於公
園內設置寵物活動專區，也將選擇合適地點及考量地方意見，增設寵物公園或寵物活動專
區。
https://tw.mobi.yahoo.com/news/
毛小孩零安樂死-收容所大爆炸-215007977.html
"
Re:[新聞]毛小孩零安樂死收容所大爆炸,2017/02/04,18:31:52,https://www.ptt.cc/bbs/Gossiping/M.1486262275.A.F66.html,deitly,Gossiping,1,0,0,"暗黑兵法

先改成零安樂死，吸收所有的邊緣寵物

再改回安樂死

台灣回復乾淨的街道跟市容

反正也沒人領養的走
"
[問卦]安樂死無法合法化是資方陰謀?,2017/02/05,22:26:11,https://www.ptt.cc/bbs/Gossiping/M.1486362734.A.1BF.html,xupmc,Gossiping,48,14,0,"大家安安

在台灣安樂死是非法的，偏偏又有很多家庭或弱勢人員需要此法案

因為不能安樂死而拖累家人，或是影響其他的人的案例層出不窮

連肥宅如我都想，如果以後老了沒自理能力、或是出了意外重大傷殘

直接給我安樂死比較好，省的拖累家人朋友。

偏偏法案就是不能通過。

但如果今天安樂死法案通過了，一堆對未來無望的肥宅魯蛇紛紛申請安樂死

資方沒有便宜好用的奴隸就賺不到錢，所以不會樂見此法案通過

所以安樂死無法合法化又是萬惡資方阻撓?

"
[問卦]自費去歐洲合法安樂死要多少錢？,2017/02/06,21:58:18,https://www.ptt.cc/bbs/Gossiping/M.1486447460.A.9CC.html,Daehunny,Gossiping,12,3,0,"久病厭世自殺新聞

又引發一堆人罵政府

可是現在出國很自由

去合法安樂死國家求得好死

散盡棺材本，明明就是一個好辦法，只是想死的人不知道而已

有無相關透明清析資訊，可讓國人評估準備，這若搞代辦，也是商機呀
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
一行文
未滿20字視同鬧板"
[爆卦]美國狗食被混入安樂死藥劑,2017/02/08,02:07:53,https://www.ptt.cc/bbs/Gossiping/M.1486548838.A.5A9.html,oijkue,Gossiping,35,22,0,"http://www.bbc.com/news/world-us-canada-38888399
美國某寵物食品公司生產的狗食""HUNK OF BEEF""

年銷量約100萬罐,被發現裡面混有安樂死藥劑

事發之後,已經有一隻狗死亡 (看起來像是法鬥?)
https://goo.gl/77xPRc
現在廠商已經展開自主回收行動



2/14快到了,單身狗需要安樂死QAQ
"
[問卦]動保要零安樂死人類想推動安樂死,2017/02/08,12:27:34,https://www.ptt.cc/bbs/Gossiping/M.1486586017.A.28A.html,em4,Gossiping,13,4,1,"魯魯我呢 今天看了一個節目。
   有點好奇欸 科科

  發現動物沒說想被安樂死 人類卻能決定幫牠安樂死。
   還有動保人士致力於推動零安樂死。

 反觀人類卻想推自己安樂死，卻苦無合法。

    這其中是不是有點奧妙。
   想死不能死。
  沒說想死，卻被別人弄死。

   吶吶吶 有卦麼
"
[新聞]傅達仁請命安樂死被擋　嘆「沒有尊嚴」,2017/02/09,08:01:11,https://www.ptt.cc/bbs/Gossiping/M.1486656435.A.456.html,befly10015,Gossiping,94,72,6,"傅達仁請命安樂死被擋　嘆「沒有尊嚴」

蘋果


83歲資深媒體人傅達仁因膽管阻塞發炎開刀，也檢查出攝護腺腫大、頸椎壓迫神經等病況
，日前向總統蔡英文上書請命訂立安樂死法案，自己願率先安樂死，引發社會討論。今他
收到行政案回函，透露行政院「仍以安寧療法，替擋我的推案」，讓他感嘆「沒有人權，
沒有尊嚴」。


傅達仁去年底上書跟總統蔡英文請命，建議訂立久病或高齡得不治之症者安樂死法案，83
歲高齡的他，接連接受膽管手術，膽囊都已摘除，在手術期間不能進食相當難受，看到許
多病患生不如死，才會為民請命，盼通過有限制的安樂死法案。


今天收到行政院擋安樂死法案的回函，讓他感嘆：「高鳴之死，達仁之怨，比我小兩歳，
83歳的高嗚台語演員，因老病痛苦不堪上吊身亡死的難看，因沒有法而沒有人權，沒有尊
嚴！」


他也同時向政府呼籲：「80以上、不治之疾、出於自願！不妨他人自由，可行善終權，又
合公民利益樽節健保予算，一舉數得的全民福祉大法案！請政府卓參！再卓參！」（洪彩
婷／綜合報導）


完整新聞連結 (或短網址):
https://goo.gl/fPsvnA
備註:
...
"
Re:[新聞]傅達仁請命安樂死被擋　嘆「沒有尊嚴」,2017/02/09,08:37:20,https://www.ptt.cc/bbs/Gossiping/M.1486658603.A.8A6.html,nqj,Gossiping,5,3,0,"真的很感嘆
政府連討論都不願意
大概是人民也不想討論
比起來鄉民還是熱衷政治鬥爭話題
安樂死請命之前我也有參加連署
這也僅能低空過政府回覆門檻

這是明明切身相關的議題，
每個人都有被病痛折磨到死的可能…
每個將被病痛折磨至死的人，都該有選擇善終的權利。
希望在台灣有機會實施…
況
他
，
83
許
，
尊
又
彩"
[問卦]為什麼世界上沒有人走私安樂死的藥?,2017/02/10,19:33:03,https://www.ptt.cc/bbs/Gossiping/M.1486784346.A.00A.html,vndytjrhu,Gossiping,10,3,4,"如題 安樂死對於許多在重病中掙扎的人

是獲得解脫的最後一線希望

可是在許多國家(例如 台灣) 別說立法 連在政策上討論的空間都沒有

其實 安樂死缺的只是那一劑藥而已

只要那一劑藥在有需求的人手上 要怎麼打 由誰打 都只是技術上的問題而已

明明有這麼多人迫切需求 這些人也願意花高價求一個好死

市場利潤非常大

可是卻沒有黑市 也沒有走私 這不是很奇怪嗎？

有沒有這方面的八卦？

"
[問卦]如何就地取材近似安樂死？,2017/02/11,00:48:45,https://www.ptt.cc/bbs/Gossiping/M.1486803290.A.3F8.html,chobit199685,Gossiping,6,3,1,"已知八卦板臥虎藏龍
今日想請教各位
如何從地方藥局能獲得的藥物中

想方設法，近似出有效的安樂死作法呢？
有沒有八卦呢？
謝謝大家
"
[新聞]慟！流浪犬「大熊」遭安樂死引發民眾怒,2017/02/11,21:35:26,https://www.ptt.cc/bbs/Gossiping/M.1486878089.A.C5E.html,a1e,Gossiping,298,64,67,"https://udn.com/news/story/9/2279890?utm_source=udnplus&utm_medium=fb
台中市烏日區流浪犬「大熊」疑似五年前遭主人棄養，但
牠仍癡守老家，多年來由社區居民共同餵養，1月20日因
追車被台中市動保處捕捉，依程序進收容所12天後就可開
放認養和領回，不料民眾2月2日聯絡收容所，竟收到「大熊」
已在2月1日被安樂死，引發民眾怒火，痛批「真離譜」、
「官方的公信力何在」、「零安樂死攏係假」。

台灣動物緊急救援小組發言人倪京台指出，台中市動保處
指稱「大熊」是「入所後高度緊迫」才被安樂死，理由實
在牽強；流浪動物遭外力捕捉或更換環境後往往變得特別
敏感，常出現情緒低落，不吃不喝等狀況，實屬正常，如
果因此就判定要實施安樂死，過程明顯有疏失。

台中市動保處長林儒良表示，「大熊」進入收容所後，常
出現情緒低落，不肯進食等狀況，身體逐漸衰弱，經評估
才實施安樂死，依正常程序處理。他強調，
「零撲殺」不
等於「零安樂死」
，對「大熊」實施安樂死也非常痛心，
未來將會成立評估小組，邀請民間動物醫院專業獸醫師共
同評估，以增加公信力。"
Re:[新聞]慟！流浪犬「大熊」遭安樂死引發民眾怒,2017/02/11,21:52:01,https://www.ptt.cc/bbs/Gossiping/M.1486879084.A.185.html,bg00004,Gossiping,74,37,7,"很簡單啊~
因為零安樂死乃是政治人物所許下的諾言~

反正經費啦安置場所啦~都是第一線人員在擋



至於有人要怪動保所喔~
妳們就盡量責怪吧

最後再出現一個自殺的醫師也沒關係
反正死也不是死你門家的人對吧!




32歲桃美女動保園長簡稚澄　吞「狗安樂死藥」自殺身亡

原文網址: 32歲桃美女動保園長簡稚澄　吞「狗安樂死藥」自殺身亡 | ETtoday社會新聞
 | ETtoday 新聞雲
http://www.ettoday.net/news/20160520/702054.htm#ixzz4YRoVWfAm
Follow us: @ETtodaynet on Twitter | ETtoday on Facebook




我只是好奇拉共養放養了五年都沒有人帶回去養

你說流浪狗很乖
那怎麼有追車了呢?
沒有人願意負責~然就是抓回去了


不過官方說法的確也很好笑啦

「零撲殺」不等於「零安樂死」
這真的是笑話

只是誰又敢說呢?說了不就得罪了立法院的那群諸公
"
Re:Re:[新聞]慟！流浪犬「大熊」遭安樂死引,2017/02/11,23:05:04,https://www.ptt.cc/bbs/Gossiping/M.1486883470.A.2D1.html,cateyes,Gossiping,13,7,1,"零安樂不是不行，但是配套要先做
1.完全禁止人工繁殖，以後只準領養，全面打晶片列戶管理，徵寵物稅來改善收容所環境品質，全面節育。
2.違者重罰，不要再搞啥勸導，比照遺棄父母、子女。
3.出門一定繫狗繩，清大小便。
4.真的重病安樂死需要以例外案件處理，在醫護人員指示下由飼主執行，送寵物最後一程。
5.二十年後台灣就沒有貓狗了。
"
[新聞]流浪犬「大熊」遭安樂死中市動保處挨批,2017/02/12,00:36:49,https://www.ptt.cc/bbs/Gossiping/M.1486888971.A.2F8.html,McFadden,Gossiping,126,52,23,"流浪犬「大熊」遭安樂死 中市動保處挨批

2017-02-12 14:53


〔記者張菁雅／台中報導〕台灣動物緊急救援小組接獲多位愛狗人士投訴，指台中市烏日
區九德街一隻流浪犬「大熊」，今年1月20日因追車被動保處捕捉，2月1日就被安樂死。
愛狗人士痛批政府的「零安樂死」政策是說一套做一套、騙很大。動保處則說明，「大熊
」進入收容所後不吃東西，身體狀況越來越差，不得已才如此處理。

台灣動物緊急救援小組連日來接獲多位網友投訴，指「大熊」疑似5年前被主人棄養，但
牠仍癡守老家，附近居民同情牠的遭遇，紛紛主動餵食，讓「大熊」成為社區忠犬，沒想
到，「大熊」在今年1月20日因追車被動保處捕捉，民眾在公告開放領養第1天聯絡收容所
，竟被告知「大熊」已在2月1日被安樂死。

台灣動物緊急救援小組發言人倪京台指出，動保處辯稱「大熊」是「入所後高度緊迫」才
被安樂死，理由實在牽強，流浪動物遭到外力捕捉，並更換環境後往往變得特別敏感，常
出現情緒低落，不吃不喝等狀況，如果因此就判定要安樂死，過程明顯有疏失。台灣動物
緊急救援小組呼籲動保處檢討失職人員責任，還「大熊」一個公道。

動保處長林儒良解釋，
「大熊」因為咬人、追車，被民眾通報2次
，甚至還報警處理，
入
所後因為不適應環境，不吃東西，身體狀況越來越差，經評估再這樣下去，恐怕會餓死，
因此依照動保法第12條規定，「為解除動物傷病之痛苦」，才予以安樂死。
林儒良也說，政府推動的是「落實零撲殺」，安樂死在動保法中有相關規定，在有些狀況
下，這麼做是對動物比較好。
https://goo.gl/GR4rFE
http://m.ltn.com.tw/news/local/paper/1003853
所以動保人士支持眼睜睜看大雄餓死
還是支持把大雄再也放
拜託動保人士有種就領養回去
（我是說大雄追車事實發生你就帶他回家ok??!下面這麼會讀文章說要領養就安樂死啦～
喔喔！他被檢舉前你怎不養他？）
用愛感化他啊！

拰北有被一群工地野狗追過啦！這輩子都有陰影，連看到馬英狗都會怕！
之前就有流氓野狗群咬死出去遛遛的家犬或是貓咪～動保不是偽善好嗎？大膽說你們願意
領養這種劣犬，我幫你拍拍手！
募捐你一年份狗糧。
"
Re:[新聞]流浪犬「大熊」遭安樂死中市動保處挨批,2017/02/12,02:06:48,https://www.ptt.cc/bbs/Gossiping/M.1486894371.A.A50.html,m80237642,Gossiping,9,4,0,"零撲殺不等於零安樂，這句話没問題啊！

撲殺是站在人的防疫立場，在動物集體管理時，因為傳染病傳播以及空間不足，將過多的
動物不論健康與否，做出結束生命的決定。

安樂死則是站著動物福利的立場，以動物的感受與照顧者有限能力，去做出結束生命的動
作。例如可能被車撞，救不了又受痛，只等待死神來接走。


12夜就是講期限一到毛小孩就得面臨被撲殺的命運。
日
。
熊
但
想
所
才
常
物
入
，
況
～
意"
